LINE TYPE,CHARGE CODE/ PACKAGE,CHARGE DESCRIPTION,DRG,CPT,HCPCS,MODIFIER,REV CODE,NDC,GROSS CHARGES,SELF PAY CASH PRICE,MIN NEGOTIATED RATE,MAX NEGOTIATED RATE,Aetna US Healthcare PPO/POS Out Net IP Rate,Aetna US Healthcare PPO/POS Out Net OP Rate,  Anaheim Memorial Medical Center HMO/POS/PPO IP Rate,  Anaheim Memorial Medical Center HMO/POS/PPO OP Rate,  Beech Street PPO IP Rate,  Beech Street PPO OP Rate,Blue Cross of California HMO/POS In Net IP Rate,Blue Cross of California HMO/POS In Net OP Rate,Blue Cross of California HMO/POS/PPO** IP Rate,Blue Cross of California HMO/POS/PPO** OP Rate,Blue Cross of California PPO/POS Out Net IP Rate,Blue Cross of California PPO/POS Out Net OP Rate,Blue Shield of California HMO/POS/PPO** IP Rate,Blue Shield of California HMO/POS/PPO** OP Rate,CalOPTIMA Direct IP Rate,CalOPTIMA Direct OP Rate,  CalOPTIMA Direct Medi-Cal Expansion IP Rate,  CalOPTIMA Direct Medi-Cal Expansion OP Rate,  CalOPTIMA OneCare IP Rate,  CalOPTIMA OneCare OP Rate,  Family Choice (Fountain Valley Reg Hosp) Medi-Cal/CalOPTIMA IP Rate,CHOC Health Alliance Medi-Cal/CalOPTIMA IP Rate,CHOC Health Alliance Medi-Cal/CalOPTIMA OP Rate,CHOC Physicians Network (CPN) Medi-Cal/CalOPTIMA/Healthy Familie IP Rate,CHOC Physicians Network (CPN) Medi-Cal/CalOPTIMA/Healthy Familie OP Rate,Cigna EPO/PPO** IP Rate,Cigna EPO/PPO** OP Rate,Cigna Healthcare of California HMO/POS In Net IP Rate,Cigna Healthcare of California HMO/POS In Net OP Rate,  Family Choice (Fountain Valley Reg Hosp) Medi-Cal/CalOPTIMA OP Rate,Health Net PPO/POS Out Net** IP Rate,Health Net PPO/POS Out Net** OP Rate,  Humana ChoiceCare PPO IP Rate,  Humana ChoiceCare PPO OP Rate,Inland Empire Health Plan Medi-Cal IP Rate,Inland Empire Health Plan Medi-Cal OP Rate,  Interplan Corporation PPO IP Rate,  Interplan Corporation PPO OP Rate,  La Salle Medical Associates HMO/POS In Net IP Rate,  La Salle Medical Associates HMO/POS In Net OP Rate,  Medi-Cal Out of County-LA Care IP Rate,  Medi-Cal Out of County-LA Care OP Rate,  Molina Medi-Cal IP Rate,  Molina Medi-Cal OP Rate,  Monarch Health Plan/Medi-Cal/Cal Optima IP Rate,  Monarch Health Plan/Medi-Cal/Cal Optima OP Rate,  MultiPlan PPO IP Rate,  MultiPlan PPO OP Rate,  National Provider Network PPO IP Rate,  National Provider Network PPO OP Rate,  PPO NEXT PPO IP Rate,  PPO NEXT PPO OP Rate,  Prospect Medical and Its Affiliated Medical Groups IP Rate,  Prospect Medical and Its Affiliated Medical Groups OP Rate,  State of CA Medical Assistance Commission CCS/Medi-Cal IP Rate,  State of CA Medical Assistance Commission CCS/Medi-Cal OP Rate,  Three Rivers Provider Network (TRPN) PPO IP Rate,  Three Rivers Provider Network (TRPN) PPO OP Rate,  UCI Medical Group HMO/POS in Net IP Rate,  UCI Medical Group HMO/POS in Net OP Rate,UnitedHealthcare HMO/POS In Net IP Rate,UnitedHealthcare HMO/POS In Net OP Rate,UnitedHealthcare PPO/POS Out Net IP Rate,UnitedHealthcare PPO/POS Out Net OP Rate,  USA Health Network PPO IP Rate,  USA Health Network PPO OP Rate
CDM,1007067,EPINEPHRINE (ADRENALINE) IV [1MG/ML] INJ,,,J0171,,250,00517-1130-01,$94.91,$94.91,$5.37,$85.42,,$49.35,,$56.95,,$75.93,,$72.91,,$77.83,,$72.91,,$61.69,,$7.14,,$7.14,,$7.14,,,$5.37,,$5.37,,$5.37,,$61.69,$5.37,,$63.40,,$75.93,,$13.26,,$75.93,,$61.69,,$6.98,,$6.18,,$5.37,,$75.93,,$80.67,,$75.93,,$52.20,,$5.37,,$85.42,,$61.69,,$54.57,,$54.57,,$80.67
CDM,1007557,EPINEPHRINE (ADRENALINE) IV [1MG/10ML] SYRINGE,,,J0171,,250,00186-0653-01,$111.05,$111.05,$5.37,$99.95,,$57.75,,$66.63,,$88.84,,$85.31,,$91.06,,$85.31,,$72.18,,$7.14,,$7.14,,$7.14,,,$5.37,,$5.37,,$5.37,,$72.18,$5.37,,$74.18,,$88.84,,$13.26,,$88.84,,$72.18,,$6.98,,$6.18,,$5.37,,$88.84,,$94.39,,$88.84,,$61.08,,$5.37,,$99.95,,$72.18,,$63.85,,$63.85,,$94.39
CDM,1007559,EPINEPHRINE INJ [1MG/ML] AMP,,,J0171,,250,54288-0103-10,$142.58,$142.58,$5.37,$128.32,,$74.14,,$85.55,,$114.06,,$109.53,,$116.92,,$109.53,,$92.68,,$7.14,,$7.14,,$7.14,,,$5.37,,$5.37,,$5.37,,$92.68,$5.37,,$95.24,,$114.06,,$13.26,,$114.06,,$92.68,,$6.98,,$6.18,,$5.37,,$114.06,,$121.19,,$114.06,,$78.42,,$5.37,,$128.32,,$92.68,,$81.98,,$81.98,,$121.19
CDM,6562194,"HUMAN CHORIONIC GONADOTROPIN (HCG) 10,000 UNIT/ML INJ",,,J0725,,250,63323-0025-10,"$2,194.75","$2,194.75",$27.29,"$1,975.28",,"$1,141.27",,"$1,316.85",,"$1,755.80",,"$1,686.01",,"$1,799.69",,"$1,686.01",,"$1,426.59",,$36.30,,$36.30,,$36.30,,,$27.29,,$27.29,,$27.29,,"$1,426.59",$27.29,,"$1,466.09",,"$1,755.80",,$67.41,,"$1,755.80",,"$1,426.59",,$35.48,,$31.38,,$27.29,,"$1,755.80",,"$1,865.54",,"$1,755.80",,"$1,207.11",,$27.29,,"$1,975.28",,"$1,426.59",,"$1,261.98",,"$1,261.98",,"$1,865.54"
CDM,1006545,CLONIDINE (CATAPRES)-TTS 1 [0.1MG/24HR] PATCH,,,J0735,,250,00597-0031-12,$182.37,$182.37,$22.13,$164.13,,$94.83,,$109.42,,$145.90,,$140.10,,$149.54,,$140.10,,$118.54,,$29.43,,$29.43,,$29.43,,,$22.13,,$22.13,,$22.13,,$118.54,$22.13,,$121.82,,$145.90,,$54.66,,$145.90,,$118.54,,$28.77,,$25.45,,$22.13,,$145.90,,$155.01,,$145.90,,$100.30,,$22.13,,$164.13,,$118.54,,$104.86,,$104.86,,$155.01
CDM,1006546,CLONIDINE (CATAPRES)-TTS 2 [0.2MG/24HR] PATCH,,,J0735,,250,51862-0454-04,$396.65,$396.65,$22.13,$356.99,,$206.26,,$237.99,,$317.32,,$304.71,,$325.25,,$304.71,,$257.82,,$29.43,,$29.43,,$29.43,,,$22.13,,$22.13,,$22.13,,$257.82,$22.13,,$264.96,,$317.32,,$54.66,,$317.32,,$257.82,,$28.77,,$25.45,,$22.13,,$317.32,,$337.15,,$317.32,,$218.16,,$22.13,,$356.99,,$257.82,,$228.07,,$228.07,,$337.15
CDM,1006547,CLONIDINE (CATAPRES)-TTS 3 [0.3MG/24HR] PATCH,,,J0735,,250,00597-0033-34,"$1,214.70","$1,214.70",$22.13,"$1,093.23",,$631.64,,$728.82,,$971.76,,$933.13,,$996.05,,$933.13,,$789.55,,$29.43,,$29.43,,$29.43,,,$22.13,,$22.13,,$22.13,,$789.55,$22.13,,$811.42,,$971.76,,$54.66,,$971.76,,$789.56,,$28.77,,$25.45,,$22.13,,$971.76,,"$1,032.50",,$971.76,,$668.09,,$22.13,,"$1,093.23",,$789.56,,$698.45,,$698.45,,"$1,032.50"
CDM,1007954,CLONIDINE (CATAPRES) SUSP 0.1MG/ML 1ML ORALSYR,,,J0735,,250,00597-0006-61,$49.17,$49.17,$22.13,$49.17,,$25.57,,$29.50,,$39.34,,$37.77,,$40.32,,$37.77,,$31.96,,$29.43,,$29.43,,$29.43,,,$22.13,,$22.13,,$22.13,,$31.96,$22.13,,$32.85,,$39.34,,$49.17,,$39.34,,$31.96,,$28.77,,$25.45,,$22.13,,$39.34,,$41.79,,$39.34,,$27.04,,$22.13,,$44.25,,$31.96,,$28.27,,$28.27,,$41.79
CDM,1008089,CLONAZEPAM (KLONOPIN) ORAL 0.5MG TAB,,,J0735,,250,00781-8018-01,$13.36,$13.36,$6.95,$15.36,,$6.95,,$8.02,,$10.69,,$10.26,,$10.96,,$10.26,,$8.68,,$13.36,,$13.36,,$13.36,,,$13.36,,$13.36,,$13.36,,$8.68,$13.36,,$8.92,,$10.69,,$13.36,,$10.69,,$8.68,,$13.36,,$15.36,,$13.36,,$10.69,,$11.36,,$10.69,,$7.35,,$13.36,,$12.02,,$8.68,,$7.68,,$7.68,,$11.36
CDM,1008090,CLONAZEPAM (KLONOPIN) ORAL 1MG TAB,,,J0735,,250,00093-0833-01,$32.90,$32.90,$17.11,$32.90,,$17.11,,$19.74,,$26.32,,$25.27,,$26.98,,$25.27,,$21.39,,$29.43,,$29.43,,$29.43,,,$22.13,,$22.13,,$22.13,,$21.39,$22.13,,$21.98,,$26.32,,$32.90,,$26.32,,$21.39,,$28.77,,$25.45,,$22.13,,$26.32,,$27.97,,$26.32,,$18.10,,$22.13,,$29.61,,$21.39,,$18.92,,$18.92,,$27.97
CDM,1008092,CLONAZEPAM (KLONOPIN) SUSP 0.1 MG/ML ORAL SYR (COMPOUNDED),,,J0735,,250,00093-0832-10,$32.90,$32.90,$17.11,$32.90,,$17.11,,$19.74,,$26.32,,$25.27,,$26.98,,$25.27,,$21.39,,$29.43,,$29.43,,$29.43,,,$22.13,,$22.13,,$22.13,,$21.39,$22.13,,$21.98,,$26.32,,$32.90,,$26.32,,$21.39,,$28.77,,$25.45,,$22.13,,$26.32,,$27.97,,$26.32,,$18.10,,$22.13,,$29.61,,$21.39,,$18.92,,$18.92,,$27.97
CDM,6479449,CLONIDINE 0.1 MG TAB,,,J0735,,250,62584-0657-01,$9.52,$9.52,$4.95,$10.95,,$4.95,,$5.71,,$7.62,,$7.31,,$7.81,,$7.31,,$6.19,,$9.52,,$9.52,,$9.52,,,$9.52,,$9.52,,$9.52,,$6.19,$9.52,,$6.36,,$7.62,,$9.52,,$7.62,,$6.19,,$9.52,,$10.95,,$9.52,,$7.62,,$8.09,,$7.62,,$5.24,,$9.52,,$8.57,,$6.19,,$5.47,,$5.47,,$8.09
CDM,6604246,16729-0136-00 - CLONAZEPAM 0.5 MG TAB,,,J0735,,250,00781-8018-01,$13.36,$13.36,$6.95,$15.36,,$6.95,,$8.02,,$10.69,,$10.26,,$10.96,,$10.26,,$8.68,,$13.36,,$13.36,,$13.36,,,$13.36,,$13.36,,$13.36,,$8.68,$13.36,,$8.92,,$10.69,,$13.36,,$10.69,,$8.68,,$13.36,,$15.36,,$13.36,,$10.69,,$11.36,,$10.69,,$7.35,,$13.36,,$12.02,,$8.68,,$7.68,,$7.68,,$11.36
CDM,6682268,00591-3508-04 - CLONIDINE FIL,,,J0735,,250,00597-0031-12,$182.37,$182.37,$22.13,$164.13,,$94.83,,$109.42,,$145.90,,$140.10,,$149.54,,$140.10,,$118.54,,$29.43,,$29.43,,$29.43,,,$22.13,,$22.13,,$22.13,,$118.54,$22.13,,$121.82,,$145.90,,$54.66,,$145.90,,$118.54,,$28.77,,$25.45,,$22.13,,$145.90,,$155.01,,$145.90,,$100.30,,$22.13,,$164.13,,$118.54,,$104.86,,$104.86,,$155.01
CDM,4297129,COLISTIMETHATE (COLISTIN) 75 MG/ML NEB SOLN,,,J0770,,250,63323-0393-06,$369.39,$369.39,$192.08,$332.45,,$192.08,,$221.63,,$295.51,,$283.77,,$302.90,,$283.77,,$240.10,,,,,,,,,,,,,,,$240.10,,,$246.75,,$295.51,,,,$295.51,,$240.10,,,,,,,,$295.51,,$313.98,,$295.51,,$203.16,,,,$332.45,,$240.10,,$212.40,,$212.40,,$313.98
CDM,6534640,MEDROXYPROGESTERONE 150 MG DEPO INJ,,,J1050,,250,00703-6801-01,$174.39,$174.39,$5.02,$156.95,,$90.68,,$104.63,,$139.51,,$133.97,,$143.00,,$133.97,,$113.35,,$6.68,,$6.68,,$6.68,,,$5.02,,$5.02,,$5.02,,$113.35,$5.02,,$116.49,,$139.51,,$12.40,,$139.51,,$113.35,,$6.53,,$5.77,,$5.02,,$139.51,,$148.23,,$139.51,,$95.91,,$5.02,,$156.95,,$113.35,,$100.27,,$100.27,,$148.23
CDM,6460607,A-HEPARIN 1 UNIT/ML IRR FOR CATH LAB 1 UNIT/ML INJ,,,J1644,,250,63323-0276-99,$178.37,$178.37,$4.71,$160.53,,$92.75,,$107.02,,$142.70,,$137.02,,$146.26,,$137.02,,$115.94,,$6.26,,$6.26,,$6.26,,,$4.71,,$4.71,,$4.71,,$115.94,$4.71,,$119.15,,$142.70,,$11.63,,$142.70,,$115.94,,$6.12,,$5.42,,$4.71,,$142.70,,$151.61,,$142.70,,$98.10,,$4.71,,$160.53,,$115.94,,$102.56,,$102.56,,$151.61
CDM,6650219,A-HEPARIN [100 UNIT/ML IN NS] IRR FOR FREE FLAP 100 UNIT/ML INJ,,,J1644,,250,71288-0402-25,$253.54,$253.54,$4.71,$228.19,,$131.84,,$152.12,,$202.83,,$194.77,,$207.90,,$194.77,,$164.80,,$6.26,,$6.26,,$6.26,,,$4.71,,$4.71,,$4.71,,$164.80,$4.71,,$169.36,,$202.83,,$11.63,,$202.83,,$164.80,,$6.12,,$5.42,,$4.71,,$202.83,,$215.51,,$202.83,,$139.45,,$4.71,,$228.19,,$164.80,,$145.79,,$145.79,,$215.51
CDM,4964356,INSULIN LISPRO (HUMALOG) KWIKPEN,,,J1817,,250,00002-8799-59,$299.20,$299.20,$155.58,$269.28,,$155.58,,$179.52,,$239.36,,$229.85,,$245.34,,$229.85,,$194.48,,,,,,,,,,,,,,,$194.48,,,$199.87,,$239.36,,,,$239.36,,$194.48,,,,,,,,$239.36,,$254.32,,$239.36,,$164.56,,,,$269.28,,$194.48,,$172.04,,$172.04,,$254.32
CDM,3172874,LIDOCAINE 1% BUFFERED (J-TIP) 1 APPLICATION,,,J2001,,250,63323-0485-57A,$9.43,$9.43,$4.48,$9.43,,$4.90,,$5.66,,$7.54,,$7.24,,$7.73,,$7.24,,$6.13,,$5.96,,$5.96,,$5.96,,,$4.48,,$4.48,,$4.48,,$6.13,$4.48,,$6.30,,$7.54,,$9.43,,$7.54,,$6.13,,$5.82,,$5.15,,$4.48,,$7.54,,$8.02,,$7.54,,$5.19,,$4.48,,$8.49,,$6.13,,$5.42,,$5.42,,$8.02
CDM,3264888,LIDOCAINE 1% BUFFERED FOR NON J-TIP,,,J2001,,250,54569-2356-00,$94.91,$94.91,$4.48,$85.42,,$49.35,,$56.95,,$75.93,,$72.91,,$77.83,,$72.91,,$61.69,,$5.96,,$5.96,,$5.96,,,$4.48,,$4.48,,$4.48,,$61.69,$4.48,,$63.40,,$75.93,,$11.07,,$75.93,,$61.69,,$5.82,,$5.15,,$4.48,,$75.93,,$80.67,,$75.93,,$52.20,,$4.48,,$85.42,,$61.69,,$54.57,,$54.57,,$80.67
CDM,5820680,LIDOCAINE SOL,,,J2001,,250,63323-0201-10,$94.91,$94.91,$4.48,$85.42,,$49.35,,$56.95,,$75.93,,$72.91,,$77.83,,$72.91,,$61.69,,$5.96,,$5.96,,$5.96,,,$4.48,,$4.48,,$4.48,,$61.69,$4.48,,$63.40,,$75.93,,$11.07,,$75.93,,$61.69,,$5.82,,$5.15,,$4.48,,$75.93,,$80.67,,$75.93,,$52.20,,$4.48,,$85.42,,$61.69,,$54.57,,$54.57,,$80.67
CDM,6315912,LIDOCAINE 1% 2 ML INJ,,,J2001,,250,63323-0201-02,$94.91,$94.91,$4.48,$85.42,,$49.35,,$56.95,,$75.93,,$72.91,,$77.83,,$72.91,,$61.69,,$5.96,,$5.96,,$5.96,,,$4.48,,$4.48,,$4.48,,$61.69,$4.48,,$63.40,,$75.93,,$11.07,,$75.93,,$61.69,,$5.82,,$5.15,,$4.48,,$75.93,,$80.67,,$75.93,,$52.20,,$4.48,,$85.42,,$61.69,,$54.57,,$54.57,,$80.67
CDM,6653957,LIDOCAINE 1% BUFFERED (J-TIP) INJ 0.4 ML,,,J2001,,250,63323-0485-57A,$9.43,$9.43,$4.48,$9.43,,$4.90,,$5.66,,$7.54,,$7.24,,$7.73,,$7.24,,$6.13,,$5.96,,$5.96,,$5.96,,,$4.48,,$4.48,,$4.48,,$6.13,$4.48,,$6.30,,$7.54,,$9.43,,$7.54,,$6.13,,$5.82,,$5.15,,$4.48,,$7.54,,$8.02,,$7.54,,$5.19,,$4.48,,$8.49,,$6.13,,$5.42,,$5.42,,$8.02
CDM,6480473,MEPERIDINE 25 MG/ML INJ,,,J2175,,250,9999-999-303,$94.91,$94.91,$11.87,$85.42,,$49.35,,$56.95,,$75.93,,$72.91,,$77.83,,$72.91,,$61.69,,$15.79,,$15.79,,$15.79,,,$11.87,,$11.87,,$11.87,,$61.69,$11.87,,$63.40,,$75.93,,$29.32,,$75.93,,$61.69,,$15.43,,$13.65,,$11.87,,$75.93,,$80.67,,$75.93,,$52.20,,$11.87,,$85.42,,$61.69,,$54.57,,$54.57,,$80.67
CDM,6551774,MORPHINE 2 MG/ML INJ 1 ML PF,,,J2270,,250,76045-0004-10,$94.91,$94.91,$8.18,$85.42,,$49.35,,$56.95,,$75.93,,$72.91,,$77.83,,$72.91,,$61.69,,$10.88,,$10.88,,$10.88,,,$8.18,,$8.18,,$8.18,,$61.69,$8.18,,$63.40,,$75.93,,$20.20,,$75.93,,$61.69,,$10.63,,$9.41,,$8.18,,$75.93,,$80.67,,$75.93,,$52.20,,$8.18,,$85.42,,$61.69,,$54.57,,$54.57,,$80.67
CDM,1006944,TERBUTALINE (BRETHINE) INJ 1 MG/ML SOL (1ML),,,J3105,,250,63323-0665-01,$185.40,$185.40,$5.78,$166.86,,$96.41,,$111.24,,$148.32,,$142.42,,$152.03,,$142.42,,$120.51,,$7.69,,$7.69,,$7.69,,,$5.78,,$5.78,,$5.78,,$120.51,$5.78,,$123.85,,$148.32,,$14.28,,$148.32,,$120.51,,$7.51,,$6.65,,$5.78,,$148.32,,$157.59,,$148.32,,$101.97,,$5.78,,$166.86,,$120.51,,$106.61,,$106.60,,$157.59
CDM,6612106,TOBRAMYCIN 60 MG/ML NEB SOLN 5 ML,,,J3260,,250,65162-0914-46,$949.05,$949.05,$7.91,$854.15,,$493.51,,$569.43,,$759.24,,$729.06,,$778.22,,$729.06,,$616.88,,$10.52,,$10.52,,$10.52,,,$7.91,,$7.91,,$7.91,,$616.88,$7.91,,$633.97,,$759.24,,$19.54,,$759.24,,$616.88,,$10.28,,$9.10,,$7.91,,$759.24,,$806.69,,$759.24,,$521.98,,$7.91,,$854.15,,$616.88,,$545.70,,$545.70,,$806.69
CDM,6603959,DIAZEPAM 10 MG/2 ML RECTAL GEL,,,J3360,,250,68682-0652-20,"$2,268.45","$2,268.45",$10.80,"$2,041.61",,"$1,179.59",,"$1,361.07",,"$1,814.76",,"$1,742.62",,"$1,860.13",,"$1,742.62",,"$1,474.49",,$14.36,,$14.36,,$14.36,,,$10.80,,$10.80,,$10.80,,"$1,474.49",$10.80,,"$1,515.32",,"$1,814.76",,$26.68,,"$1,814.76",,"$1,474.49",,$14.04,,$12.42,,$10.80,,"$1,814.76",,"$1,928.18",,"$1,814.76",,"$1,247.65",,$10.80,,"$2,041.61",,"$1,474.49",,"$1,304.36",,"$1,304.36",,"$1,928.18"
CDM,6603964,DIAZEPAM 2.5 MG/0.5 ML RECTAL GEL,,,J3360,,250,68682-0650-20,"$1,787.65","$1,787.65",$10.80,"$1,608.89",,$929.58,,"$1,072.59",,"$1,430.12",,"$1,373.27",,"$1,465.87",,"$1,373.27",,"$1,161.97",,$14.36,,$14.36,,$14.36,,,$10.80,,$10.80,,$10.80,,"$1,161.97",$10.80,,"$1,194.15",,"$1,430.12",,$26.68,,"$1,430.12",,"$1,161.97",,$14.04,,$12.42,,$10.80,,"$1,430.12",,"$1,519.50",,"$1,430.12",,$983.21,,$10.80,,"$1,608.89",,"$1,161.97",,"$1,027.90",,"$1,027.90",,"$1,519.50"
CDM,1156202,VANCOMYCIN (VANCOCIN) IV [ 5 MG/ML] 500MG VIAL,,,J3370,,250,99999-9999-13,$94.91,$94.91,$7.23,$85.42,,$49.35,,$56.95,,$75.93,,$72.91,,$77.83,,$72.91,,$61.69,,$9.62,,$9.62,,$9.62,,,$7.23,,$7.23,,$7.23,,$61.69,$7.23,,$63.40,,$75.93,,$17.86,,$75.93,,$61.69,,$9.40,,$8.31,,$7.23,,$75.93,,$80.67,,$75.93,,$52.20,,$7.23,,$85.42,,$61.69,,$54.57,,$54.57,,$80.67
CDM,6602834,VANCOMYCIN 50 MG/ML ORAL SOLN,,,J3370,,250,65628-0206-05,$14.91,$14.91,$7.23,$14.91,,$7.75,,$8.95,,$11.93,,$11.45,,$12.23,,$11.45,,$9.69,,$9.62,,$9.62,,$9.62,,,$7.23,,$7.23,,$7.23,,$9.69,$7.23,,$9.96,,$11.93,,$14.91,,$11.93,,$9.69,,$9.40,,$8.31,,$7.23,,$11.93,,$12.67,,$11.93,,$8.20,,$7.23,,$13.42,,$9.69,,$8.57,,$8.57,,$12.67
CDM,6553524,THIAMINE SOLN 100 MG/ML ORAL SYRINGE,,,J3411,,250,63323-0013-02,$57.75,$57.75,$30.03,$51.98,,$30.03,,$34.65,,$46.20,,$44.36,,$47.35,,$44.36,,$37.54,,,,,,,,,,,,,,,$37.54,,,$38.58,,$46.20,,,,$46.20,,$37.54,,,,,,,,$46.20,,$49.09,,$46.20,,$31.76,,,,$51.98,,$37.54,,$33.21,,$33.21,,$49.09
CDM,995188,GLYCERIN MICROENEMA 0.2ML,,,J3490,,250,99999-0002-18,$50.00,$50.00,$26.00,$45.00,,$26.00,,$30.00,,$40.00,,$38.41,,$41.00,,$38.41,,$32.50,,,,,,,,,,,,,,,$32.50,,,$33.40,,$40.00,,,,$40.00,,$32.50,,,,,,,,$40.00,,$42.50,,$40.00,,$27.50,,,,$45.00,,$32.50,,$28.75,,$28.75,,$42.50
CDM,995235,BACITRACIN OPHTHALMIC 500 U/GM OINT 3.5 GM,,,J3490,,250,17478-0233-35,$54.57,$54.57,$28.38,$49.11,,$28.38,,$32.74,,$43.66,,$41.92,,$44.75,,$41.92,,$35.47,,,,,,,,,,,,,,,$35.47,,,$36.45,,$43.66,,,,$43.66,,$35.47,,,,,,,,$43.66,,$46.38,,$43.66,,$30.01,,,,$49.11,,$35.47,,$31.38,,$31.38,,$46.38
CDM,995258,"NYSTATIN (MYCOSTATIN) TOPICAL 100,000 UNITS/GM POWDER",,,J3490,,250,42543-0052-61,$203.40,$203.40,$105.77,$183.06,,$105.77,,$122.04,,$162.72,,$156.25,,$166.79,,$156.25,,$132.21,,,,,,,,,,,,,,,$132.21,,,$135.87,,$162.72,,,,$162.72,,$132.21,,,,,,,,$162.72,,$172.89,,$162.72,,$111.87,,,,$183.06,,$132.21,,$116.95,,$116.95,,$172.89
CDM,995259,NYSTATIN TOPICAL CRM 30GM,,,J3490,,250,00713-0678-31,$194.80,$194.80,$101.30,$175.32,,$101.30,,$116.88,,$155.84,,$149.65,,$159.74,,$149.65,,$126.62,,,,,,,,,,,,,,,$126.62,,,$130.13,,$155.84,,,,$155.84,,$126.62,,,,,,,,$155.84,,$165.58,,$155.84,,$107.14,,,,$175.32,,$126.62,,$112.01,,$112.01,,$165.58
CDM,1006387,ACETAMINOPHEN (TYLENOL) RECTAL 120MG SUPP,,,J3490,,250,45802-0732-30,$12.30,$12.30,$6.40,$11.07,,$6.40,,$7.38,,$9.84,,$9.45,,$10.09,,$9.45,,$8.00,,,,,,,,,,,,,,,$8.00,,,$8.22,,$9.84,,,,$9.84,,$8.00,,,,,,,,$9.84,,$10.46,,$9.84,,$6.77,,,,$11.07,,$8.00,,$7.07,,$7.07,,$10.46
CDM,1006388,ACETAMINOPHEN (TYLENOL) RECTAL 325MG SUPP,,,J3490,,250,00245-0117-50,$23.40,$23.40,$12.17,$21.06,,$12.17,,$14.04,,$18.72,,$17.98,,$19.19,,$17.98,,$15.21,,,,,,,,,,,,,,,$15.21,,,$15.63,,$18.72,,,,$18.72,,$15.21,,,,,,,,$18.72,,$19.89,,$18.72,,$12.87,,,,$21.06,,$15.21,,$13.46,,$13.45,,$19.89
CDM,1006389,ACETAMINOPHEN (TYLENOL) RECTAL 650MG SUPP,,,J3490,,250,00713-0165-50,$12.94,$12.94,$6.73,$11.65,,$6.73,,$7.76,,$10.35,,$9.94,,$10.61,,$9.94,,$8.41,,,,,,,,,,,,,,,$8.41,,,$8.64,,$10.35,,,,$10.35,,$8.41,,,,,,,,$10.35,,$11.00,,$10.35,,$7.12,,,,$11.65,,$8.41,,$7.44,,$7.44,,$11.00
CDM,1006431,ASPIRIN RECTAL 300MG SUPP,,,J3490,,250,51079-0549-71,$23.40,$23.40,$12.17,$21.06,,$12.17,,$14.04,,$18.72,,$17.98,,$19.19,,$17.98,,$15.21,,,,,,,,,,,,,,,$15.21,,,$15.63,,$18.72,,,,$18.72,,$15.21,,,,,,,,$18.72,,$19.89,,$18.72,,$12.87,,,,$21.06,,$15.21,,$13.46,,$13.45,,$19.89
CDM,1006480,BISACODYL (DULCOLAX) RECTAL 10MG SUPP,,,J3490,,250,00245-0104-50,$22.71,$22.71,$11.81,$20.44,,$11.81,,$13.63,,$18.17,,$17.45,,$18.62,,$17.45,,$14.76,,,,,,,,,,,,,,,$14.76,,,$15.17,,$18.17,,,,$18.17,,$14.76,,,,,,,,$18.17,,$19.30,,$18.17,,$12.49,,,,$20.44,,$14.76,,$13.06,,$13.06,,$19.30
CDM,1006550,CLOTRIMAZOLE (MYCELEX) ORAL 10 MG LOZ,,,J3490,,250,17314-9400-03,$23.95,$23.95,$12.45,$21.56,,$12.45,,$14.37,,$19.16,,$18.40,,$19.64,,$18.40,,$15.57,,,,,,,,,,,,,,,$15.57,,,$16.00,,$19.16,,,,$19.16,,$15.57,,,,,,,,$19.16,,$20.36,,$19.16,,$13.17,,,,$21.56,,$15.57,,$13.77,,$13.77,,$20.36
CDM,1006637,FLUTICASONE-SALMETEROL (ADVAIR)  100 MCG-50 MCG DISKHALER #28 DO,,,J3490,,250,00173-0695-02,$801.30,$801.30,$416.68,$721.17,,$416.68,,$480.78,,$641.04,,$615.56,,$657.07,,$615.56,,$520.85,,,,,,,,,,,,,,,$520.85,,,$535.27,,$641.04,,,,$641.04,,$520.85,,,,,,,,$641.04,,$681.11,,$641.04,,$440.72,,,,$721.17,,$520.85,,$460.75,,$460.75,,$681.11
CDM,1006649,GLYCERIN RECTAL ADULT SUPP,,,J3490,,250,00713-0101-13,$9.42,$9.42,$4.90,$8.48,,$4.90,,$5.65,,$7.54,,$7.24,,$7.72,,$7.24,,$6.12,,,,,,,,,,,,,,,$6.12,,,$6.29,,$7.54,,,,$7.54,,$6.12,,,,,,,,$7.54,,$8.01,,$7.54,,$5.18,,,,$8.48,,$6.12,,$5.42,,$5.42,,$8.01
CDM,1006650,GLYCERIN RECTAL PEDIATRIC SUPP,,,J3490,,250,00182-0270-23,$9.41,$9.41,$4.89,$8.47,,$4.89,,$5.65,,$7.53,,$7.23,,$7.72,,$7.23,,$6.12,,,,,,,,,,,,,,,$6.12,,,$6.29,,$7.53,,,,$7.53,,$6.12,,,,,,,,$7.53,,$8.00,,$7.53,,$5.18,,,,$8.47,,$6.12,,$5.41,,$5.41,,$8.00
